"File_Path","Kind","Exported_Functions","Domain","What_It_Computes","Key_Inputs","Key_Outputs","DB_Tables_Touched","Called_By"
"C:\ct\ct\src\lib\services\pms-wiki-service.ts","SERVICE","listWikiPages,getWikiPage,getWikiPageBySlug,createWikiPage,updateWikiPage","PMS","Project wiki pages (plain text/markdown, no collaborative editor), kept separate from the compliance-coupled documents table","page content, slug, project id","wiki page rows, slug lookup","pmsWikiPages","8 routes under app/api/pms/wiki/*"
"C:\ct\ct\src\lib\services\product-branch-service.ts","SERVICE","assertValidLayerKey,isBranchEnabledForOrgWithDb,isBranchEnabledForOrg,requireBranchEnabled,listOrgIdsWithBranchEnabled,getBranchEnablement,enableProductBranchForOrg,disableProductBranchForOrg","Platform/Entitlement","The generic branch-enablement primitive every VERI vertical (ERP, PMS, FM, THE FIRM, IMG, construction) wraps: is-enabled checks, require gates, org lists per branch, and enable with an optional per-branch seed function","orgId, branchKey, optional seed function","enablement state, throw gate, list of orgs with a branch on","orgProductBranchEnablements","erp-, pms-, fm-, firm-, img-enablement-service (all vertical gates)"
"C:\ct\ct\src\lib\services\product-service.ts","SERVICE","listProducts,createProduct,listProjects,canReadProject,listAllProjectsForOrg,createProjectDirect,createProject,resolveLeadUserIdOnAdd,resolveLeadUserIdOnRemove,listProjectTeamMembers,addProjectTeamMember,removeProjectTeamMember","Platform/Scope","Product and project scope layer with team membership; canReadProject decides project visibility for a user, and resolveLeadUserIdOnAdd/OnRemove recompute the project lead when membership changes. A data/scope layer only, not an AI actor","product/project input, member user id and role","product and project rows, readable-project decision, recomputed lead user id","products, projects, projectTeamMembers","app/api/products, app/api/products/[id]/projects, app/api/projects/[id]"
"C:\ct\ct\src\lib\services\project-dashboard-cache.ts","SERVICE","dashboardCacheKey,readDashboardCache,writeDashboardCache,bustProjectDashboardCache,resetDashboardCache,dashboardCacheSize,DASHBOARD_CACHE_TTL_MS","Construction/Caching","In-process 60 s cache for the per-project dashboard, and the single place a write path declares that a figure moved (progress, BOQ and expense services bust it). Extracted to avoid an import cycle with the dashboard service","orgId, projectId, cached value, now","cached dashboard value or null, number of entries busted","none (in-memory only, no DB)","app/api/v1/projexa/permits and projexa scope route; construction progress/BOQ/expense write paths"
"C:\ct\ct\src\lib\services\project-group-service.ts","SERVICE","listProjectGroups,createProjectGroup,updateProjectGroup,listGroupProjects,addProjectToGroup,removeProjectFromGroup","PM","Project groups (a program spanning several projects) with many-to-many membership","group input, project ids","group rows, member project list","projectGroups, projectGroupProjects, projects","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\project-template-service.ts","SERVICE","buildClonedPhaseRows,buildClonedTaskRows,listProjectTemplates,getProjectTemplate,createProjectTemplate,updateProjectTemplate,createProjectFromTemplate","PM","Captures a project's phases, tasks and default team as a reusable JSON snapshot, then clones that snapshot into a brand-new project (buildClonedPhaseRows/buildClonedTaskRows are the pure row builders)","template definition (phases, tasks, team), new project input","template rows, cloned project with phases, tasks and team assignments","projectTemplates, projectPhases, projectTasks, projectTeamAssignments, projects, products","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\projexa-pill-usage-service.ts","SERVICE","labelForPillKey,rankPillEntries,normaliseRecordedPillKey,splitChainText,recentLeafChains,readPillStrip,recordPillUse,PILL_WINDOW_DAYS,MAX_PILL_KEY_LENGTH","PROJEXA/UI","Ranks the PROJEXA pill strip into pinned, 7-day-window and last-used-ever tiers, decides each pill's human label (including leaf card ids derived from the chain text), normalises and length-caps recorded keys, and records each use","pill key, derived chain, usage history","ranked pill entries with tier and label, recent leaf chains","pillUsage, chainHistory","app/api/v1/projexa/pill-usage"
"C:\ct\ct\src\lib\services\prompt-eval-service.ts","SERVICE","createEvalCase,listEvalCases,listEvalRuns,renderTemplate,scoreKeywords,runEval","AI/Prompt Ops","Prompt/model evaluation: renders a prompt version's template with variables, runs it against a chosen provider/model using only platform API keys, and scores the output by expected-keyword hit rate; each run is recorded","eval case (template key, variables, expected keywords), model","rendered prompt, model output, keyword score, eval run rows","promptEvalCases, promptEvalRuns","app/api/prompt-eval/cases/*, lib/prompt-compiler/prompt-testing-benchmark.ts"
"C:\ct\ct\src\lib\services\prompt-export-import-service.ts","SERVICE","exportPromptBundle,importPromptBundle,PROMPT_BUNDLE_FORMAT_VERSION","AI/Prompt Ops","Portable single-template JSON bundle: exports one template's versions as a versioned bundle and imports one back, distinct from the one-way GitOps whole-registry exporter script","templateKey, bundle object","prompt bundle JSON, import result (created/skipped versions)","promptTemplates, promptVersions","app/api/prompt-os/export, app/api/prompt-os/import"
"C:\ct\ct\src\lib\services\prompt-governance-service.ts","SERVICE","getPromptLifecycleRule,recordPromptGovernanceEvent,scanPromptContentForPii,assignPromptTemplateOwner,getPromptTemplateDependents,checkPromptEvalBudget,checkPromptPolicyDeny,runLifecycleTransitionGates","AI/Governance","The gates a prompt must pass to move lifecycle stage: minimum eval pass rate, minimum canary duration hours and a daily eval USD budget (rules read from module rule configs), plus PII scanning of prompt content, ownership assignment, dependent lookup and policy deny checks","template key, target lifecycle state, eval runs, prompt content","gate decisions with reasons, PII findings, budget decision, dependents","promptTemplates, promptVersions, promptEvalRuns, moduleRuleConfigs, users","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\prompt-localization-service.ts","SERVICE","localeFormattingSamples,getCachedLocalization,localizePromptVersion","AI/Prompt Ops","A second LLM pass layered on an existing translation that adapts date/number formats and phrasing to a target locale (localeFormattingSamples supplies the concrete format examples); results cached per translation","prompt translation id, target locale","localized prompt content, cached localization row","promptLocalizations","app/api/prompt-os/localize"
"C:\ct\ct\src\lib\services\prompt-marketplace-service.ts","SERVICE","publishToMarketplace,unlistFromMarketplace,listMarketplaceListings","AI/Prompt Ops","Platform-wide browse surface over Production-lifecycle prompt versions an admin has chosen to list; publish/unlist toggles the listing. Not a cross-tenant data-sharing mechanism","prompt version id, listing metadata","marketplace listing rows","promptMarketplaceListings","app/api/prompt-marketplace"
"C:\ct\ct\src\lib\services\prompt-os-service.ts","SERVICE","nextSemanticVersion,createPromptVersion,listPromptVersions,isLegalLifecycleTransition,transitionPromptLifecycle,diffPromptVersions,diffContentLines,rollbackPromptVersion,ALLOWED_LIFECYCLE_TRANSITIONS","AI/Prompt Ops","Prompt version registry: semantic version bump (major/minor/patch), the Draft->Review->Staging->Production->Deprecated transition table with legality checks, line-level diff between two versions, and rollback. Creating a version is veridian_admin gated","template key, content, bump type, from/to lifecycle state","new version number, transition result, version diff lines, rollback","promptTemplates, promptVersions","app/api/settings/prompts, lib/prompt-compiler/persist-compiled-prompt.ts, prompt-* sibling services"
"C:\ct\ct\src\lib\services\prompt-translation-service.ts","SERVICE","getCachedTranslation,translatePromptVersion,listPromptTranslations","AI/Prompt Ops","Translates a stored prompt version's content into another language via the platform model config, persisting each (version, locale) pair so it is only ever translated once","prompt version id, target locale","translated content, cached translation rows","promptTranslations","app/api/prompt-os/translate; prompt-localization-service"
"C:\ct\ct\src\lib\services\provider-outage-service.ts","SERVICE","recordOutageWindow,listOutageWindows,buildCorrelation,correlateOutageWithRoleFailures,detectFailureClusters,findCandidateOutageWindows,MIN_CLUSTER_SIZE,CLUSTER_GAP_MINUTES","AI-Ops","Provider outage incidents and their correlation with AI role failures: buildCorrelation compares per-role dispatch failure rates during a window against a baseline window, and detectFailureClusters infers candidate outages from >=3 failures within 15-minute gaps","outage window, dispatch outcome rows, baseline window","per-role failure-rate correlation, candidate outage windows","providerOutageWindows, dispatchOutcomes","app/api/ai/team/provider-outages, .../provider-outages/candidates"
"C:\ct\ct\src\lib\services\public-portal-service.ts","SERVICE","getPublicOrgBySlug,listPublishedKbPages,getPublishedKbPageBySlug,checkPublicTicketRateLimit,submitPublicTicket","Helpdesk/Public","Unauthenticated self-service portal: resolves an org by slug, serves only published KB pages, rate-limits ticket submissions per IP, and creates a ticket plus a guest-access conversation for an anonymous submitter","org slug, page slug, IP address, ticket payload","published KB pages, rate-limit decision, created ticket and guest conversation","organisations, knowledgeBasePages, tickets, ticketTeams, publicTicketSubmissionAttempts, conversations, conversationParticipants, conversationGuestAccess, messages","app/api/public/portal/[orgSlug]/kb, .../kb/[slug], .../tickets"
"C:\ct\ct\src\lib\services\recruitment-service.ts","SERVICE","listJobOpenings, getJobOpening, createJobOpening, updateJobOpeningStatus, listCandidates, createCandidate, listApplications, getApplication, createApplication, moveApplicationStage, linkHiredEmployee, listInterviewFeedback +2 more","HR / Recruitment (ATS)","Enforces the ATS stage machine VALID_STAGE_TRANSITIONS (applied->screening->interview->offer->hired|rejected); stamps offerAcceptedAt/rejectedReason/offerAmount; validates interview rating 1-5. No auto-provisioning of employees.","orgId+userId ctx; job title/department/numPositions; candidate name/email; applicationId + toStage; employeeProfileId; interview rating + recommendation","Created/updated jobOpenings, candidates, jobApplications, interviewFeedback rows; ServiceError 400/404 on illegal transition","job_openings, candidates, job_applications, interview_feedback, employee_profiles","/api/recruitment/{job-openings,candidates,applications,applications/[id]/{stage,hire,interviews},interviews/[id]/feedback} routes"
"C:\ct\ct\src\lib\services\report-cadence-service.ts","SERVICE","parseEscalationEvent, summarizeEscalationsByRung, generateEscalationsReport, summarizeRecommendationsByType, summarizeRecommendationsByTarget, selectOpenRecommendations, generateRecommendationsReport, buildRiskTrendSeries, summarizeRiskTotals, generateRiskTrendsReport","AI-ops reporting (cadence reports)","3 daily cron reports: escalation counts by rung (regex ' -- escalated to X (Y).' over system chat rows), loop-improvement recommendation counts by type/target + open queue, and risk-level counts bucketed per UTC day into a sorted trend series.","days window (default 1; 7 for risk trends); taskChatMessages.content strings; loopImprovements rows; activityLog.riskLevel + createdAt","EscalationsReport / RecommendationsReport / RiskTrendsReport objects (periodStart/End, totals, byRung/byType/series, sourceNote). Not persisted.","task_chat_messages, loop_improvements, activity_log","/api/internal/{escalations-report,recommendations-report,risk-trends-report}/run; report-schedule-service.ts"
"C:\ct\ct\src\lib\services\report-catalog-service.ts","SERVICE","REPORT_CATALOG, getReportCatalogEntry, listReportCatalogByDomain (+ types ReportDomain, ReportCatalogEntry)","Reports & Analysis (catalog registry)","DATA-ONLY registry of the already-real reports across compliance/ERP/construction/AI-ops/custom/CRM, each tagged with the 3-axis taxonomy (category, classifications, periodicity) plus an honest route/routeNote saying whether a UI page really exists.","report id string (getReportCatalogEntry)","ReportCatalogEntry[] and a Record<ReportDomain, entries[]> grouping","None - no DB access at all (deliberately client-bundle safe)","components/ReportCatalogList.tsx; report-engine-service.ts; capability-tree-service.ts buildReportCatalogNodes()"
"C:\ct\ct\src\lib\services\report-domain-enablement-service.ts","SERVICE","getReportDomainGate, requireReportDomainEnabled, isReportDomainEnabledForOrg, isReportDomainEnabledForOrgWithDb","Entitlement gating for reports","Maps a ReportDomain to the purchasable branch that gates it (ERP->'erp', construction->'construction', CRM->'sales'); compliance/AI-ops/custom are ungated no-ops. Throws 403 or returns boolean for catalog filtering.","orgId, ReportDomain; optional open TenantDb handle","void (throws 403) or boolean enabled flag","None directly - delegates to erp-/construction-/crm-enablement-service (product_branches)","report-engine-service.ts, report-catalog-service.ts"
"C:\ct\ct\src\lib\services\report-engine-service.ts","SERVICE","executeReportDefinition, runAggregation, runAggregationFromConfig, FORMULA_REGISTRY, TABLE_REGISTRY, getTableRegistryMetadata, buildAggregationNote, aggregateSalesByMaterialServiceType, isBillingScheduleDue, validateReportDefinitionInput, createReportDefinition, getFullReportCatalog +8 more","Reports & Analysis ENGINE (all domains)","The single dispatcher for every report_definitions row: deterministic group-by/count/sum/avg over a 31-table TABLE_REGISTRY, ~70 named formulas (SPI, CPI, earned value, project health, cost overrun, DSO/DPO, win rate, EMD, interior/tender reports), ai_recipe LLM runs and external_service calls.","orgId(+userId) ctx; report_definitions row id; runtime params (projectId, date range, scope); AggregationConfig/FormulaConfig/AiRecipeConfig JSON","{columns, rows, narrative?} ReportDefinitionResult; full merged catalog (static + definitions) per domain; promoted definitions","report_definitions plus 31 registry tables incl. compliance_items, notices, risks, pms_issues, construction_boqs/work_progress/attendance, erp_* , crm_*, veri_meetings, projects","/api/reports/{catalog,definitions,definitions/[id]/run}; /api/v1/projexa/reports/{catalog,definitions/[id]/run}"
"C:\ct\ct\src\lib\services\report-export.ts","SERVICE","REPORT_EXPORT_SCHEMAS, workProgressExportSchema, workProgressExportRows, DESIGNER_TIMESHEET_SCHEMA, designerTimesheetExportRows, reportExportSchema, schemaColumnLabels, buildExportRows, sumColumn, reportXlsxBuffer, reportCsv, xlsxRows","Report document / export","PURE. Defines one document shape per report slug (columns with key/label/type text|money|number|percent, align, group, totals), builds ordered rows from service data, sums total columns, and renders CSV / XLSX buffers.","report slug; rows from report services (work progress, designer timesheet); mode 'total'|'balance'","ReportExportSchema, ordered row objects, column labels, CSV string, XLSX Buffer","None - pure, no DB","/api/v1/projexa/reports/[reportName]/export; lib/pdf/report-document-pdf.ts"
"C:\ct\ct\src\lib\services\report-item-action-service.ts","SERVICE","REPORT_ITEM_ACTIONS, validateReportItemActionInput, createReportItemAction, listReportItemActions","Reports (row-level action trail)","Records only the audit trail of a per-report-row action (accept / delegate / todo). Deliberately does NOT create the delegation or task itself and invents no new status on the underlying domain entity.","orgId+userId; reportId, rowId, action, optional targetId (id of a delegation/task the client already created)","reportItemActions row; validation {valid,reason}","report_item_actions","/api/reports/item-actions"
"C:\ct\ct\src\lib\services\report-schedule-service.ts","SERVICE","REPORT_CADENCES, validateReportScheduleInput, isScheduleDue, matchesTimeOfDay, listReportSchedules, createReportSchedule, updateReportSchedule, deleteReportSchedule, runDueReportSchedules","Reports (scheduling + delivery)","Decides whether a schedule is due now from its periodicity base + config (dayOfWeek/dayOfMonth/timesOfDay), then for the 3 known reportIds generates the real report body and delivers it as a notifications row; unknown reportIds get an honest 'cannot attach content' notice.","orgId+userId; reportId, cadence/periodicity + PeriodicityConfig, recipient; now Date","report_schedules rows; notifications rows; {checked, due, delivered} counters","report_schedules, notifications","/api/reports/schedules, /api/reports/schedules/[id], /api/internal/report-schedules/run"
"C:\ct\ct\src\lib\services\report-share-service.ts","SERVICE","SHAREABLE_REPORT_TYPES, assertShareableReportType, assertReportRef, isShareLinkUsable, createReportShareLink, listReportShareLinks, revokeReportShareLink, resolveReportShareLink","Construction reporting (public share links)","Mints/revokes unguessable expiring tokens (default 168h) for 3 report types, then resolves a token to real report content using the link's OWN stored orgId so RLS still bounds it: project_status = dashboard + BOQ budget variance root lines; attendance_summary; work_progress = BOQ + activities + progress entries.","orgId(+nullable userId); reportType, reportRef {projectId, from, to}, expiresInHours; public token string","reportShareLinks row; resolved report payload (boqTitle, lineItems, activities, categories, entries, dashboard, totals)","report_share_links (+ reads via construction-boq/progress/dashboard/reports services)","/api/reports/share/[token]; /api/v1/projexa/reports/share"
"C:\ct\ct\src\lib\services\report-taxonomy.ts","SERVICE","REPORT_CATEGORIES, REPORT_CATEGORY_VALUES, KNOWN_CLASSIFICATIONS, validateClassifications, PERIODICITY_BASE_VALUES, PERIODICITY_LABELS, validatePeriodicity (+ types ReportCategory, PeriodicityBase, PeriodicityConfig)","Reports (shared taxonomy)","The single vocabulary every report definition tags itself with: 7 categories (software_report..external_ingested), an open classification list, and 15 periodicity bases; validatePeriodicity enforces dayOfWeek for weekly-family, dayOfMonth for monthly-family, start/endDate for custom_range.","arbitrary classification array; periodicity base string + PeriodicityConfig","{valid:true, classifications} or {valid:false, reason}; label/description maps","None - pure constants and validators","report-catalog-service.ts, report-engine-service.ts, report-schedule-service.ts, erp-invoicing-service.ts, document-classification-service.ts, lib/db/schema.ts"
"C:\ct\ct\src\lib\services\risk-escalation-service.ts","SERVICE","resolveRiskEscalationOwner, recordAndEscalateAnomaly","GRC / risk escalation","Resolves the named human owner for a business risk event: the actor's department head (skipped if the actor IS the head), else the earliest-created active veridian_admin, else admin, excluding the actor in-query. Then logs the anomaly and escalates in the caller's transaction.","TenantDb handle; orgId, eventType, severity, sourceEntityType/Id, actorUserId, reason, detail","{eventId, escalatedTo}; risk_anomaly_events row set to status='escalated'; notification to the owner","risk_anomaly_events, departments, users, notifications","risk-register-service.ts; /api/compliance/export-event; /api/frameworks/controls/[id]"
"C:\ct\ct\src\lib\services\risk-register-service.ts","SERVICE","listRisks, getRisk, createRisk, updateRiskLinkedControls, updateRiskStatus, hasVerificationEvidence, listAuditEngagements, createAuditEngagement, createAuditFinding, advanceAuditFindingCapaStatus, listPolicies, createPolicy +6 more","GRC (risk register, audit, policy, vendor risk)","The GRC severity/score math and lifecycle: risk likelihood x impact scoring, valid risk status transitions, CAPA status advancement on audit findings, policy edit vs request_publish via approval_requests, and a GRC dashboard rollup.","orgId + actor ctx (dbUser or apiKey); risk title/category/likelihood/impact; controlIds; engagement/finding/policy/vendor inputs","risks, audit_engagements, audit_findings, policies, approval_requests, vendor_risk_profiles rows; GRC dashboard counts; activity log entries","risks, audit_engagements, audit_findings, policies, approval_requests, vendor_risk_profiles, users","/api/risks, /api/risks/[id]/linked-controls, /api/audit-engagements, /api/audit-findings(/[id]), /api/policies(/[id]), /api/frameworks/controls/[id]"
"C:\ct\ct\src\lib\services\role-quality-regression-service.ts","SERVICE","REGRESSION_LOOKBACK_RUNS, REGRESSION_THRESHOLD, computeRegression, runRoleQualityCheck, runAllRoleQualityChecks, getRoleQualityHistory","AI governance / model quality","Per-AI-Team-role quality regression: runs every registered prompt_eval_case against that role's live production prompt version, scores with the shared deterministic scoreKeywords() (never an LLM judge), then flags regression when the current pass rate falls more than 0.15 below the mean of the prior 5 runs.","AI_TEAM_ROSTER role promptKey; prompt_eval_cases; triggeredBy 'scheduled'|'manual'","role_quality_runs rows with passRate + regressionDetected; per-role summary and skip reasons; token usage logged","prompt_templates, prompt_versions, prompt_eval_cases, role_quality_runs (+ token_usage_ledger via logTokenUsage)","/api/ai/team/role-quality; /api/internal/role-quality-regression/run"
"C:\ct\ct\src\lib\services\routing-accuracy-report-service.ts","SERVICE","computeRoutingAccuracy, shouldRecommendPredictiveModelSelectionReview, generateRoutingAccuracyReport","AI Orchestra (routing quality)","Defines and computes routing accuracy as the fraction of chat.ai_thread_reply routing decisions carrying NO negative signal - escalated at call time, gated by the reply gate, or judged missed-escalation after the fact by byo-model-audit.","days window (default 7); orchestra_executions rows with model/provider/escalation/gated data","RoutingAccuracyReport (total, escalatedCount, gatedCount, missedEscalations, accuracy, negativeSignalRate, recommendation flag). Not persisted.","orchestra_executions","/api/internal/routing-accuracy-report/run; /api/orchestra/routing-accuracy"
"C:\ct\ct\src\lib\services\sales-engine-service.ts","SERVICE","resolvePartnerByToken, createSalesPartner, listSalesPartners, revokePartnerToken, rotatePartnerToken, createReferralLink, createOrUpdateCommissionPlan, resolveReferralLinkAndRecordClick, recordReferralSignupAndOrgProvisioned, markReferralPaidIfApplicable, markCommissionPaid, getPartnerDashboard +6 more","Sales / partner commissions (platform-level)","Cross-product referral attribution and commission accrual: matches a paid plan upgrade back to its referral link, computes the accrual from the partner's commission plan, and rolls up partner and platform sales dashboards. Platform-owned (no org_id), raw RLS-bypassing db.","partner token or admin dbUser; productKey; link token; orgId + new plan on upgrade; accrualId + note","sales_partners / referral_links / referrals / commission_plans / commission_accruals rows; partner dashboard and platform sales overview totals","sales_partners, sales_referral_links, sales_referrals, sales_commission_plans, sales_commission_accruals, organisations","/api/partner/[token]; /api/sales-hq/{overview,partners,partners/[id],referral-links,commission-plans,commission-accruals/[id]/{mark-paid,void}}"
"C:\ct\ct\src\lib\services\sales-pipeline-dashboard-service.ts","SERVICE","PIPELINE_STATUSES, normalizePipelineStatus, buildPipelineDeals, filterByStatus, computeKpis, computeSalesLeadPerformance, computePipelineStatusOverview, computeMonthlyTrend, computeMonthlyTrendTable","CRM / sales pipeline dashboard","PURE. Normalizes 5 legacy crmOpportunities.stage values onto the 8 canonical pipeline statuses (Awarded/Lost/Hold/Pitched/Lead/Regret/Estimation/Follow up), then computes KPI tiles, per-sales-lead bars, status overview and monthly target vs achieved vs shortfall.","Raw opportunity rows (stage, amount, owner, dates); optional status cross-filter; monthly targets","PipelineDeal[], PipelineKpis, BarDatum[] series, MonthlyTrendRow[]/MonthlyTrendTable","None - pure, no DB import (rows fetched by the caller)","app/(app)/crm/sales-pipeline/page.tsx"
"C:\ct\ct\src\lib\services\schedule-import-service.ts","SERVICE","SCHEDULE_FIELD_ALIASES, mapScheduleHeaders, resolveDateOrder, dateOrderLabel, parseScheduleDate, mapRowsToActivities, parseScheduleSpreadsheet, resolveOrgDateFormat, importScheduleActivities","Construction / programme (schedule) import","Parses a contractor programme spreadsheet: fuzzy header->field mapping, org-aware d/m/y vs m/d/y date parsing, and validation of each row (finish before start, duplicate activity names, unknown predecessors) before creating pms_issues activities with relations and BOQ links.","Uploaded XLSX/CSV FormData file; orgId, projectId; column mapping overrides; org dateFormat","ScheduleParseResult (rows, warnings, errors) and ScheduleImportResult (created activities, relations, BOQ links)","pms_issues, pms_issue_relations, pms_issue_boq_links, pms_issue_types, projects, construction_boqs, construction_boq_line_items, organisations","/api/v1/projexa/schedule/import"
"C:\ct\ct\src\lib\services\schedule-lookup-cache.ts","SERVICE","SCHEDULE_LOOKUP_TTL_MS, issueTypeCacheKey, issueStatusCacheKey, readScheduleLookup, writeScheduleLookup, bustScheduleLookupCache, resetScheduleLookupCache, scheduleLookupCacheSize","PMS / schedule task creation (perf cache)","A 60-second in-process key/value cache of the two org/project config lookups the task-create path repeats (default issue type id, default new-task status id). The task number counter is deliberately never cached - it is claimed atomically inside the insert.","orgId, projectId; cache key, value, now timestamp","Cached id string or null; number of entries busted; cache size","None - imports nothing; caches ids read elsewhere from pms_issue_types / pms_issue_statuses","pms-issue-service.ts (reader), pms-taxonomy-service.ts (busting writer)"
