"Route_Path","Page_File_Path","Auth_Required","Renders_Component","Module_Id_If_Catalogued","Screen_Kind","Data_Source_API","Purpose"
"/finance/budgets/new","C:\ct\projexa\src\app\(app)\finance\budgets\new\page.tsx","YES","BudgetCreateClient","budgets","CREATE","/api/project-budgets, /api/accounts, /api/companies, /api/cost-centers, /api/fiscal-years, /api/organization, /api/tasks","Create an ERP budget; lookups pre-resolved server-side by resolveBudgetLookups."
"/finance/budgets","C:\ct\projexa\src\app\(app)\finance\budgets\page.tsx","YES","BudgetsClient, TableLoadingRows","budgets","LIST","/api/project-budgets{qs}, /api/companies, /api/fiscal-years, /api/organization, /api/projects","The real ERP budget register (moved here by R67 D-62); columns via resolveRegistryColumns."
"/floor-plans/[id]","C:\ct\projexa\src\app\(app)\floor-plans\[id]\page.tsx","YES","FloorPlanEditorClient, PageHeading","drawings","OBJECT","/api/floor-plans/{id}, /.../rooms, /.../rooms/{roomId}, /.../placements, /.../placements/{id}, /api/design-materials, /api/ffe","2D floor-plan editor: rooms and FF&E placements on one plan."
"/floor-plans/[id]/walkthrough","C:\ct\projexa\src\app\(app)\floor-plans\[id]\walkthrough\page.tsx","YES","FloorPlanWalkthroughClient, PageHeading","drawings","OBJECT","/api/floor-plans/{id}/scene","3D walkthrough of one floor plan's scene."
"/floor-plans","C:\ct\projexa\src\app\(app)\floor-plans\page.tsx","YES","FloorPlansClient, PageHeading, ProjectLoadError","drawings","LIST","/api/floor-plans","Floor-plan list for the selected project."
"/grc/access-review/[id]","C:\ct\projexa\src\app\(app)\grc\access-review\[id]\page.tsx","YES","AccessReviewCycleObjectClient","grc","OBJECT","/api/access-review, /api/access-review/certifications/{id}","One access-review cycle and its certifications."
"/grc/access-review/new","C:\ct\projexa\src\app\(app)\grc\access-review\new\page.tsx","YES","AccessReviewCreateClient","grc","CREATE","/api/access-review","Open a new access-review cycle."
"/grc/audits/new","C:\ct\projexa\src\app\(app)\grc\audits\new\page.tsx","YES","AuditEngagementCreateClient","grc","CREATE","/api/audit-engagements","Create an audit engagement."
"/grc/cases/[id]","C:\ct\projexa\src\app\(app)\grc\cases\[id]\page.tsx","YES","FraudCaseObjectClient","grc","OBJECT","/api/fraud-cases/{id}","One fraud/investigation case."
"/grc/cases/new","C:\ct\projexa\src\app\(app)\grc\cases\new\page.tsx","YES","FraudCaseCreateClient","grc","CREATE","/api/fraud-cases","Open a fraud case."
"/grc/findings/new","C:\ct\projexa\src\app\(app)\grc\findings\new\page.tsx","YES","AuditFindingCreateClient","grc","CREATE","/api/audit-findings, /api/audit-engagements","Record an audit finding against an engagement."
"/grc","C:\ct\projexa\src\app\(app)\grc\page.tsx","YES","GrcClient, PageHeading","grc","HUB","/api/grc-dashboard, /api/risks, /api/policies, /api/compliance-register, /api/audit-engagements, /api/audit-findings/{id}, /api/fraud-cases, /api/access-review, /api/vendor-risk","Risk & Compliance hub across risks, policies, compliance register, audits, findings, fraud cases, access review and vendor risk."
"/grc/policies/[id]","C:\ct\projexa\src\app\(app)\grc\policies\[id]\page.tsx","YES","PolicyObjectClient","grc","OBJECT","/api/policies/{id}","One policy document record."
"/grc/policies/new","C:\ct\projexa\src\app\(app)\grc\policies\new\page.tsx","YES","PolicyCreateClient","grc","CREATE","/api/policies","Create a policy."
"/grc/risks/[id]","C:\ct\projexa\src\app\(app)\grc\risks\[id]\page.tsx","YES","RiskObjectClient","grc","OBJECT","/api/risks/{id}","One risk-register entry."
"/grc/risks/new","C:\ct\projexa\src\app\(app)\grc\risks\new\page.tsx","YES","RiskCreateClient","grc","CREATE","/api/risks","Register a new risk."
"/grc/vendors/new","C:\ct\projexa\src\app\(app)\grc\vendors\new\page.tsx","YES","VendorRiskCreateClient","grc","CREATE","/api/vendor-risk","Create a vendor-risk assessment."
"/hr","C:\ct\projexa\src\app\(app)\hr\page.tsx","YES","HrDashboardClient, PageHeading","employees","HUB","/api/employees, /api/hr/departments, /api/leave/requests, /api/payroll/runs, /api/recruitment/job-openings","HR dashboard pulling headcount, departments, leave, payroll runs and open roles."
"/inventory/items/[id]","C:\ct\projexa\src\app\(app)\inventory\items\[id]\page.tsx","YES","ItemObjectClient","inventory","OBJECT","/api/inventory/items/{id}","One inventory item master."
"/inventory/items/new","C:\ct\projexa\src\app\(app)\inventory\items\new\page.tsx","YES","ItemCreateClient","inventory","CREATE","/api/inventory/items","Create an inventory item master."
"/inventory","C:\ct\projexa\src\app\(app)\inventory\page.tsx","YES","InventoryClient, PageHeading","inventory","HUB","/api/inventory/items, /api/inventory/stock-balance, /api/inventory/warehouses","Inventory hub: item masters, stock balances and warehouses."
"/inventory/stock-entries/new","C:\ct\projexa\src\app\(app)\inventory\stock-entries\new\page.tsx","YES","StockEntryCreateClient","inventory","CREATE","/api/inventory/stock-entries, /api/inventory/items, /api/inventory/warehouses","Post a stock entry (receipt/issue/transfer)."
"/inventory/warehouses/new","C:\ct\projexa\src\app\(app)\inventory\warehouses\new\page.tsx","YES","WarehouseCreateClient","inventory","CREATE","/api/inventory/warehouses","Create a warehouse/store location."
"/invoices/[id]","C:\ct\projexa\src\app\(app)\invoices\[id]\page.tsx","YES","InvoiceObjectClient","invoices","OBJECT","/api/sales-invoices/{id}, /.../submit, /.../cancel, /.../payments, /api/accounts","One sales invoice with submit, cancel and payment recording."
"/invoices/credit-notes/[id]","C:\ct\projexa\src\app\(app)\invoices\credit-notes\[id]\page.tsx","YES","CreditNoteObjectClient","invoices","OBJECT","/api/credit-notes/{id}, /api/credit-notes/{id}/submit","One credit note."
"/invoices/credit-notes/new","C:\ct\projexa\src\app\(app)\invoices\credit-notes\new\page.tsx","YES","CreditNoteCreateClient","invoices","CREATE","/api/credit-notes, /api/sales-invoices","Issue a credit note against an invoice."
"/invoices/new","C:\ct\projexa\src\app\(app)\invoices\new\page.tsx","YES","InvoiceCreateClient","invoices","CREATE","/api/sales-invoices, /api/customers","Raise a sales invoice."
"/invoices","C:\ct\projexa\src\app\(app)\invoices\page.tsx","YES","InvoicesClient, PageHeading","invoices","LIST","/api/sales-invoices, /api/credit-notes, /api/ar-aging","Sales invoice register with credit notes and AR ageing."
"/knowledge-base/[id]","C:\ct\projexa\src\app\(app)\knowledge-base\[id]\page.tsx","YES","KnowledgeBaseObjectClient","knowledge-base","OBJECT","/api/knowledge-base/{id}","One knowledge-base article."
"/knowledge-base/new","C:\ct\projexa\src\app\(app)\knowledge-base\new\page.tsx","YES","KnowledgeBaseCreateClient","knowledge-base","CREATE","/api/knowledge-base","Write a new knowledge-base article."
"/knowledge-base","C:\ct\projexa\src\app\(app)\knowledge-base\page.tsx","YES","KnowledgeBaseClient, PageHeading","knowledge-base","LIST","/api/knowledge-base, /api/knowledge-base/search","Knowledge-base article list with search."
"/kpis/[id]","C:\ct\projexa\src\app\(app)\kpis\[id]\page.tsx","YES","KpiObjectClient","kpis","OBJECT","/api/kpis/{id}, /api/kpi-entries, /api/kpi-entries/{id}/approve","One KPI definition with its entries and approvals."
"/kpis/new","C:\ct\projexa\src\app\(app)\kpis\new\page.tsx","YES","KpiCreateClient, CreateScreenUnavailable","kpis","CREATE","/api/kpis","Define a new KPI."
"/kpis","C:\ct\projexa\src\app\(app)\kpis\page.tsx","YES","KpisClient, PageHeading","kpis","LIST","/api/kpis","KPI definition list for the selected project."
"/labour/[id]","C:\ct\projexa\src\app\(app)\labour\[id]\page.tsx","YES","RosterObjectClient","labour","OBJECT","/api/labour-roster/{id}, /api/attendance, /api/vendors","One labour-roster worker with attendance history and contractor."
"/labour/attendance/[date]","C:\ct\projexa\src\app\(app)\labour\attendance\[date]\page.tsx","YES","AttendanceSheetClient, PageHeading","labour","OBJECT","/api/attendance, /api/attendance/bulk, /api/labour-roster, /api/vendors","Daily attendance sheet for one date with bulk marking."
"/labour/attendance/new","C:\ct\projexa\src\app\(app)\labour\attendance\new\page.tsx","YES","AttendanceCreateClient, CreateFormSkeleton","labour","CREATE","/api/attendance, /api/labour-roster","Record an attendance entry; project resolved without a network hop (resolveProjectIdFast)."
"/labour/import","C:\ct\projexa\src\app\(app)\labour\import\page.tsx","YES","RosterImportClient, PickProjectPrompt","labour","CREATE","/api/labour-roster/import","Bulk-import a labour roster from a file."
"/labour/new","C:\ct\projexa\src\app\(app)\labour\new\page.tsx","YES","RosterCreateClient, CreateFormSkeleton","labour","CREATE","/api/labour-roster, /api/vendors","Add a worker to the project labour roster."
"/labour","C:\ct\projexa\src\app\(app)\labour\page.tsx","YES","LabourClient, AttendanceSummaryStrip, ModuleListSkeletonBody","labour","LIST","/api/labour-roster (server via module-list-source; upstream timed by timeUpstream)","Manpower & Attendance register with an attendance summary strip and filters."
"/materials/[id]","C:\ct\projexa\src\app\(app)\materials\[id]\page.tsx","YES","MaterialObjectClient","materials","OBJECT","/api/materials/master/{id}","One material master record."
"/materials/issues/new","C:\ct\projexa\src\app\(app)\materials\issues\new\page.tsx","YES","MaterialIssueCreateClient, CreateProjectMissing","materials","CREATE","/api/materials/issues, /api/materials/master, /api/scope","Issue material to a BOQ line / activity."
"/materials/new","C:\ct\projexa\src\app\(app)\materials\new\page.tsx","YES","MaterialCreateClient, CreateFormSkeleton","materials","CREATE","/api/materials/master","Create a material master record."
"/materials","C:\ct\projexa\src\app\(app)\materials\page.tsx","YES","MaterialsClient, ModuleListSkeletonBody, ProjectRequiredCard","materials","LIST","server fetchMaterialMasterList + callVeridian /dashboard/{projectId}; client /api/materials, /api/materials/master, /api/materials/issues, /api/construction-materials/cost-report(/export), /api/vendors","Material register with a backend-verified Cost Report tab; the one real Materials screen (/site-materials redirects here)."
"/materials/receipts/[id]","C:\ct\projexa\src\app\(app)\materials\receipts\[id]\page.tsx","YES","MaterialReceiptObjectClient","materials","OBJECT","/api/materials/{id}, /api/vendors","One material receipt (GRN) record."
"/materials/receipts/new","C:\ct\projexa\src\app\(app)\materials\receipts\new\page.tsx","YES","MaterialReceiptCreateClient, CreateFormSkeleton","materials","CREATE","/api/materials, /api/materials/master, /api/vendors","Record a material receipt against the project."
"/meetings/[id]","C:\ct\projexa\src\app\(app)\meetings\[id]\page.tsx","YES","MeetingObjectClient","moms","OBJECT","/api/meetings/{id}, /api/meetings/{id}/outcomes","One meeting with its outcomes."
"/meetings/new","C:\ct\projexa\src\app\(app)\meetings\new\page.tsx","YES","MeetingCreateClient, CreateScreenUnavailable","moms","CREATE","/api/meetings","Schedule a meeting."
"/meetings","C:\ct\projexa\src\app\(app)\meetings\page.tsx","YES","MeetingsClient, PageHeading, ProjectLoadError","moms","LIST","/api/meetings","Meeting list for the selected project."
"/moms/[id]","C:\ct\projexa\src\app\(app)\moms\[id]\page.tsx","YES","MoMObjectClient","moms","OBJECT","/api/moms/{id}, /.../action-items, /.../generate-intelligence, /.../share-links, /api/moms/share-links/{id}, /api/moms/{id}/pdf, /api/org-users","One minutes-of-meeting record: action items, AI intelligence, PDF and public share links."
"/moms/new","C:\ct\projexa\src\app\(app)\moms\new\page.tsx","YES","MoMCreateClient, CreateFormSkeleton, ScreenContext","moms","CREATE","/api/moms","File new minutes of meeting; publishes its resolved project into ScreenContext for the shell strip."
"/moms","C:\ct\projexa\src\app\(app)\moms\page.tsx","YES","MoMsClient, ModuleListSkeletonBody, ScreenContext","moms","LIST","/api/moms?projectId=, /api/moms{query}, /api/moms/{id}/pdf (server fetchMomsList)","Minutes-of-Meeting register with date-range filter and per-row PDF."
"/mood-boards/[id]","C:\ct\projexa\src\app\(app)\mood-boards\[id]\page.tsx","YES","MoodBoardObjectClient","mood-boards","OBJECT","/api/mood-boards/{id}, /api/mood-boards/{id}/items/{itemId}","One mood board and its items."
"/mood-boards/new","C:\ct\projexa\src\app\(app)\mood-boards\new\page.tsx","YES","MoodBoardCreateClient, CreateScreenUnavailable","mood-boards","CREATE","/api/mood-boards","Create a mood board."
"/mood-boards","C:\ct\projexa\src\app\(app)\mood-boards\page.tsx","YES","MoodBoardsClient, PageHeading, ProjectLoadError","mood-boards","LIST","/api/mood-boards","Mood-board list for the selected project."
"/payroll/components/new","C:\ct\projexa\src\app\(app)\payroll\components\new\page.tsx","YES","SalaryComponentCreateClient","payroll","CREATE","/api/payroll/salary-components","Define a salary component (earning/deduction)."
"/payroll","C:\ct\projexa\src\app\(app)\payroll\page.tsx","YES","PayrollClient, PageHeading","payroll","HUB","/api/payroll/runs, /.../runs/{id}/process, /api/payroll/salary-components, /api/payroll/salary-structures, /api/payroll/statutory-rules, /api/payroll/income-tax-slabs, /api/payroll/employees/{id}/income-tax-slab, /api/employees","Payroll hub: runs, components, structures, statutory rules and tax slabs."
"/payroll/runs/[id]","C:\ct\projexa\src\app\(app)\payroll\runs\[id]\page.tsx","YES","PayrollRunObjectClient","payroll","OBJECT","/api/payroll/runs/{id}, /api/payroll/runs/{id}/payslips, /api/payroll/runs/{id}/process","One payroll run with its payslips and the process action."
"/payroll/runs/[id]/payslips/[payslipId]","C:\ct\projexa\src\app\(app)\payroll\runs\[id]\payslips\[payslipId]\page.tsx","YES","PayslipObjectClient","payroll","OBJECT","/api/payroll/payslips/{id}, /.../finalize, /.../tds, /.../pdf","One payslip: finalise, TDS detail and PDF."
"/payroll/runs/new","C:\ct\projexa\src\app\(app)\payroll\runs\new\page.tsx","YES","PayrollRunCreateClient","payroll","CREATE","/api/payroll/runs","Start a payroll run for a period."
"/payroll/statutory-rules/new","C:\ct\projexa\src\app\(app)\payroll\statutory-rules\new\page.tsx","YES","StatutoryRuleCreateClient","payroll","CREATE","/api/payroll/statutory-rules","Define a statutory rule (PF/ESI etc.)."
"/payroll/structures/new","C:\ct\projexa\src\app\(app)\payroll\structures\new\page.tsx","YES","SalaryStructureCreateClient","payroll","CREATE","/api/payroll/salary-structures, /api/payroll/salary-components, /api/employees","Build a salary structure from components and assign it."
"/payroll/tax-slabs/new","C:\ct\projexa\src\app\(app)\payroll\tax-slabs\new\page.tsx","YES","IncomeTaxSlabCreateClient","payroll","CREATE","/api/payroll/income-tax-slabs","Define an income-tax slab set."
"/permits/[id]","C:\ct\projexa\src\app\(app)\permits\[id]\page.tsx","YES","PermitObjectClient","permits","OBJECT","/api/permits/{id}, /api/screen-drafts, /api/screen-drafts/{id}","One permit record with draft-autosave support."
"/permits/new","C:\ct\projexa\src\app\(app)\permits\new\page.tsx","YES","PermitCreateClient, CreateFormSkeleton","permits","CREATE","/api/permits (multipart PDF upload relayed via callVeridianUpload)","Add a permit with its PDF, issue and expiry dates; storage status checked server-side."
"/permits","C:\ct\projexa\src\app\(app)\permits\page.tsx","YES","PermitsListClient, ModuleListSkeletonBody","permits","LIST","/api/permits, /api/permits/{id} (server fetchPermitsList; upstream VERIDIAN /permits?withinDays=)","Permit register with the expiring-soon filter the catalogue's permits.expiring leaf targets."
"/procurement/goods-receipts/[id]","C:\ct\projexa\src\app\(app)\procurement\goods-receipts\[id]\page.tsx","YES","GoodsReceiptObjectClient","procurement","OBJECT","/api/procurement/goods-receipts/{id}, /.../submit, /api/inventory/items, /api/inventory/warehouses, /api/vendors","One goods receipt note with submit."
"/procurement/goods-receipts/new","C:\ct\projexa\src\app\(app)\procurement\goods-receipts\new\page.tsx","YES","GoodsReceiptCreateClient","procurement","CREATE","/api/procurement/goods-receipts, /api/procurement/purchase-orders, /api/inventory/items, /api/inventory/warehouses, /api/vendors","Receive goods against a purchase order."
"/procurement","C:\ct\projexa\src\app\(app)\procurement\page.tsx","YES","ProcurementClient, PageHeading","procurement","HUB","/api/procurement/requisitions, /api/procurement/rfqs, /api/procurement/quotations, /api/procurement/purchase-orders, /api/procurement/goods-receipts, /api/vendors","Procure-to-pay hub across requisitions, RFQs, quotations, POs and goods receipts."
"/procurement/purchase-orders/[id]","C:\ct\projexa\src\app\(app)\procurement\purchase-orders\[id]\page.tsx","YES","PurchaseOrderObjectClient","procurement","OBJECT","/api/procurement/purchase-orders/{id}, /.../submit, /api/vendors","One purchase order (also the object page reused by the /purchase-orders module)."
"/procurement/quotations/new","C:\ct\projexa\src\app\(app)\procurement\quotations\new\page.tsx","YES","QuotationCreateClient","procurement","CREATE","/api/procurement/quotations, /api/procurement/rfqs, /api/vendors","Enter a supplier quotation against an RFQ."
"/procurement/requisitions/[id]","C:\ct\projexa\src\app\(app)\procurement\requisitions\[id]\page.tsx","YES","RequisitionObjectClient","procurement","OBJECT","/api/procurement/requisitions/{id}, /.../submit","One purchase requisition."
"/procurement/requisitions/new","C:\ct\projexa\src\app\(app)\procurement\requisitions\new\page.tsx","YES","RequisitionCreateClient","procurement","CREATE","/api/procurement/requisitions","Raise a purchase requisition."
"/procurement/rfqs/[id]","C:\ct\projexa\src\app\(app)\procurement\rfqs\[id]\page.tsx","YES","RfqObjectClient","procurement","OBJECT","/api/procurement/rfqs/{id}, /.../comparison, /.../send, /api/vendors","One RFQ with supplier comparison and send-to-vendors."
"/procurement/rfqs/new","C:\ct\projexa\src\app\(app)\procurement\rfqs\new\page.tsx","YES","RfqCreateClient","procurement","CREATE","/api/procurement/rfqs, /api/procurement/requisitions, /api/vendors","Raise an RFQ from a requisition."
"/projects/new","C:\ct\projexa\src\app\(app)\projects\new\page.tsx","YES","ProjectCreateClient","project-directory","CREATE","server callVeridian /products (product options); client /api/projects","Create a project; product options fetched server-side within VERIDIAN_SCREEN_BUDGET_MS."
"/projects","C:\ct\projexa\src\app\(app)\projects\page.tsx","YES","ProjectsListClient","project-directory","LIST","/api/projects/overview","Project directory list."
"/punch-list/[id]","C:\ct\projexa\src\app\(app)\punch-list\[id]\page.tsx","YES","PunchListObjectClient","punch-list","OBJECT","/api/punch-list/{id}","One punch-list (snag) item."
"/punch-list/new","C:\ct\projexa\src\app\(app)\punch-list\new\page.tsx","YES","PunchListCreateClient, CreateScreenUnavailable","punch-list","CREATE","/api/punch-list","Raise a punch-list item."
"/punch-list","C:\ct\projexa\src\app\(app)\punch-list\page.tsx","YES","PunchListClient, PageHeading, ProjectLoadError","punch-list","LIST","/api/punch-list","Punch list for the selected project."
