"File_Path","Kind","Exported_Functions","Domain","What_It_Computes","Key_Inputs","Key_Outputs","DB_Tables_Touched","Called_By"
"C:\ct\ct\src\lib\services\exception-taxonomy.ts","SERVICE","classifyError,isRetryableError,withAutomaticRecovery","Platform/Reliability","Pure error taxonomy: classifies any thrown error as business vs system and retryable vs terminal, and runs a bounded automatic-retry wrapper around a function","thrown error, retry options","classification, retryable boolean, retried result","none (pure module, no DB)","app/api/approval-workflows/steps/[id]/decide"
"C:\ct\ct\src\lib\services\fde-service.ts","SERVICE","listFdeRequests,labelFromContent,buildResolvedCapabilityResponseText,cacheableResolutionFromEvaluation,submitFdeRequest","AI/Forward-Deployed","Natural-language front end to the existing role-gated worker-agent proposal pipeline: derives a label from request content, resolves against the capability registry with a score, and caches the resolution; adds no new creation power","natural-language request text, org ctx","FDE request row, resolved capability label + score, response text","fdeRequests","app/api/fde/requests"
"C:\ct\ct\src\lib\services\firm-billing-service.ts","SERVICE","setBillableRate,resolveBillableRate,generateInvoiceFromUnbilledTime,addFixedFeeLineToInvoice,markInvoiceSent,markInvoicePaid,voidInvoice,listInvoicesForClient","CA-Firm/Billing","resolveBillableRate picks the most specific rate by 4-tier fallback (user+client, user, client, global) then latest validFrom. Invoice generation selects only time entries with invoiceLineItemId IS NULL and back-fills that column in the same transaction, making double-billing impossible","userId, clientId, asOfDate, unbilled time range","hourly rate, invoice + line items, invoice status transitions","firmBillableRates, firmTimeEntries, firmInvoices, firmInvoiceLineItems, clients","6 routes under app/api/the-firm/*"
"C:\ct\ct\src\lib\services\firm-client-portal-service.ts","SERVICE","createClientPortalLink,listClientPortalLinks,revokeClientPortalLink,getClientPortalData,markDeliverableSubmittedViaPortal,getPortalClientId","CA-Firm/Portal","Magic-link client portal: expiring token grants a scoped read-only plus narrow self-service-write view of one client record, using the raw db client because no session/org context exists on a public route","clientId, expiry days, portal token","portal link, scoped client payload, deliverable submission","firmClientPortalLinks, firmEngagementDeliverables","5 routes under app/api/client-portal/[token]/*"
"C:\ct\ct\src\lib\services\firm-client-service-line-service.ts","SERVICE","setServiceLineForClient,listServiceLinesForClient,listClientsForServiceLine","CA-Firm","Per-client toggle for which of the five service lines (CA/CS/Legal/GRC/Audit) a client actually receives","clientId, serviceLine, toggle input","service-line rows per client, client list per line","firmClientServiceLines, clients","app/api/the-firm/clients/[clientId]/service-lines"
"C:\ct\ct\src\lib\services\firm-enablement-service.ts","SERVICE","withFirmTenantContext,isFirmEnabledForOrg,requireFirmEnabled,getFirmEnablement,enableFirmForOrg,disableFirmForOrg","Platform/Entitlement","Org-level on/off gate for the 'the_firm' product branch plus the tenant-context wrapper every firm-* service uses","orgId","boolean/throw gate, enablement record, scoped db handle","none directly; orgProductBranchEnablements via product-branch-service","app/api/the-firm/enablement, app/api/me, all firm-* services"
"C:\ct\ct\src\lib\services\firm-engagement-service.ts","SERVICE","createEngagement,generateRecurringEngagements,updateEngagement,listEngagementsForClient,addDeliverable,completeDeliverable,listUpcomingDeliverables","CA-Firm","Engagement (scope of work + fee arrangement) and its deliverable checklist; deliverables polymorphically link to an existing compliance item, legal matter, audit engagement, tax case or notice. generateRecurringEngagements is the cron path that rolls recurring engagements forward","client, fee arrangement, deliverable definitions, recurrence","engagement rows, deliverable checklist, newly generated recurring engagements","firmEngagements, firmEngagementDeliverables, firmTimeEntries, clients, orgProductBranchEnablements","app/api/internal/the-firm/recur-engagements/run + 5 app/api/the-firm/* routes"
"C:\ct\ct\src\lib\services\firm-practice-dashboard-service.ts","SERVICE","getStaffUtilizationSummary,getUpcomingDeadlines,getRealizationSummary,runFirmDeadlineDigest","CA-Firm/Reporting","Read-time practice aggregation with no stored projection: staff utilisation over a period, one unified deadline list merged across compliance items, deliverables and tax cases, realisation (billed vs worked) summary, and the deadline-digest cron","period start/end, withinDays window","utilisation rows, unified deadline list, realisation summary, digest notifications","complianceItems, clients, firmEngagementDeliverables, firmTaxCases, firmStaffAssignments, firmInvoices, orgProductBranchEnablements","app/api/internal/the-firm/deadline-digest/run, app/api/the-firm/dashboard/*"
"C:\ct\ct\src\lib\services\firm-staff-assignment-service.ts","SERVICE","assignStaffToClient,endStaffAssignment,listAssignmentsForClient,listAssignmentsForStaff,computeStaffUtilization","CA-Firm","Staff-to-client capacity assignments; computeStaffUtilization compares allocatedHoursPerWeek capacity against actual hours from firm time entries over a period rather than conflating the two","userId, clientId, allocatedHoursPerWeek, period","assignment rows, capacity vs actual utilisation","firmStaffAssignments, firmTimeEntries, userClientAccess","4 routes under app/api/the-firm/*"
"C:\ct\ct\src\lib\services\firm-tax-case-service.ts","SERVICE","createTaxCase,updateTaxCaseStage,listTaxCasesForClient,listUpcomingLimitationDates","CA-Firm/Tax","Indian income-tax and GST notice/assessment/appeal procedural workflow: assessment year, section code, appellate forum, stage transitions with outcome, and upcoming limitation-date alerts; links to an existing notice rather than duplicating it","client, assessment year, section code, stage, limitation date","tax case rows, stage history, limitation-date list","firmTaxCases, clients, notices","3 routes under app/api/the-firm/tax-cases/* and clients/[clientId]/tax-cases"
"C:\ct\ct\src\lib\services\firm-time-tracking-service.ts","SERVICE","startTimer,stopTimer,logManualTimeEntry,listTimeEntries,updateTimeEntry","CA-Firm/Time","Client-billable time tracking (running timer or manual entry) scoped to client/engagement; deliberately a separate table from PMS project/issue time","clientId, engagement, task description, hours, spentOn, billable flag","time entries with computed hours, billable flag","firmTimeEntries, clients","4 routes under app/api/the-firm/time-entries/*"
"C:\ct\ct\src\lib\services\fm-amc-service.ts","SERVICE","createAmcContract,listAmcContractsForAsset,listExpiringAmcContracts","FM","Annual Maintenance Contract records against an asset, reusing the ERP supplier master as vendor; lists contracts expiring within a date window","asset id, vendor (erp supplier), contract dates","AMC rows, expiring-contract list","fmAmcContracts, fmAssets, erpSuppliers","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\fm-asset-dedup-service.ts","SERVICE","scanForDuplicateAssets,findDuplicateCandidates,listPendingDuplicateCandidates,confirmMerge,dismissCandidate","FM/Data Quality","FM-specific duplicate asset detection using pg_trgm similarity() over normalized asset names (deliberately not routed through mdm-quality-service, whose scoring assumes gstin/pan columns); confirmed merges repoint AMC and PPM schedule rows","asset rows, similarity threshold, candidate decision","duplicate candidate pairs with similarity, merge result","fmAssets, fmAssetDuplicateCandidates, fmAmcContracts, fmPpmSchedules","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\fm-asset-service.ts","SERVICE","normalizeAssetName,getFmAssetCategories,listFmAssets,getFmAsset,createFmAsset,updateFmAsset","FM","Asset registry CRUD; every write recomputes normalizedName server-side (never trusting a client value) so trigram dedup always matches on a consistent key","asset input, category","asset rows with normalizedName","fmAssets, fmAssetCategories","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\fm-checklist-service.ts","SERVICE","listChecklistTemplates,getChecklistTemplateWithItems,createOrgChecklistTemplate,forkChecklistTemplate","FM","Checklist template catalog with most-specific-wins resolution: an org's own fork for a category+frequency beats the platform (org_id NULL) seed row; forking copies a platform template into the org","orgId, category, frequency, template input","resolved template list, template + items, forked org template","fmChecklistTemplates, fmChecklistTemplateItems","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\fm-enablement-service.ts","SERVICE","isFmEnabledForOrg,requireFmEnabled,getFmEnablement,enableFmForOrg,disableFmForOrg","Platform/Entitlement","Org-level on/off gate for the 'facilities_management' product branch; thin wrapper over product-branch-service","orgId","boolean/throw gate, enablement record","none directly; orgProductBranchEnablements via product-branch-service","all fm-* services"
"C:\ct\ct\src\lib\services\fm-ppm-service.ts","SERVICE","createPpmSchedule,listPpmSchedulesForAsset,listDueOccurrences,completeOccurrence,generateDueOccurrences","FM","Planned Preventive Maintenance engine: one asset can carry multiple simultaneous active schedules (weekly+monthly+quarterly+yearly), and occurrences are generated cron-driven on a rolling window; completion records per-checklist-item results","asset, frequency, checklist template, item results","PPM schedules, generated due occurrences, completion results","fmPpmSchedules, fmPpmOccurrences, fmPpmOccurrenceItemResults","app/api/internal/fm-ppm/generate-occurrences/run"
"C:\ct\ct\src\lib\services\fm-register-digitization-service.ts","SERVICE","parseAndExtractFromFile,parseAndExtractFromPhoto,listDigitizationRows,reviewDigitizationRow,commitDigitizationBatch","FM/Ingestion","Turns an uploaded Excel/CSV register or a photo of a paper register into staged rows (existing ingest parser for files, vision LLM for photos), each human-reviewable, then commits the accepted batch into real FM asset rows","uploaded file or photo, row review decisions","staged digitization rows with extracted fields, committed assets","fmRegisterDigitizationBatches, fmRegisterDigitizationRows, fmAssets, fmAssetCategories","app/api/fm/register-digitization/photo, app/api/fm/register-digitization/[batchId]/rows"
"C:\ct\ct\src\lib\services\fm-visitor-service.ts","SERVICE","searchVisitors,checkInVisitor,checkOutVisitor,listActiveVisitorLogs","FM/Corporate Services","Front-desk visitor check-in/check-out; visitor identity is kept separate from the per-visit log so a repeat visitor is searched-and-selected rather than re-entered, and a host notification fires on check-in","visitor search query, check-in details, log id","visitor rows, visit logs, active-on-site list","fmVisitors, fmVisitorLogs, notifications","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\forge-intake-service.ts","SERVICE","submitForgeRequest,confirmForgeEmail,ForgeSubmitError","Platform/Intake","Anonymous public FORGE project-intake capture: captcha verification, request row creation, emailed confirmation token, and token confirmation. Platform-owned table so it uses the raw db client with no tenant scope","public form payload, captcha token, confirmation token","project request row, confirmation email, confirmed flag","forgeProjectRequests","app/api/forge/submit, app/api/forge/confirm"
"C:\ct\ct\src\lib\services\fraud-case-service.ts","SERVICE","listFraudCases,getFraudCase,createFraudCaseTx,createFraudCase,updateFraudCaseStatus","GRC/Fraud","Fraud case register with a status machine and resolution summary. The header is explicit that this is case tracking, not anomaly detection - there is no transaction-monitoring feed to score against","case input, status transition, resolution summary","fraud case rows, status history","fraudCases","app/api/fraud-cases, app/api/fraud-cases/[id], app/api/v1/projexa/fraud-cases/[id]"
"C:\ct\ct\src\lib\services\glossary-service.ts","SERVICE","listGlossaryTerms,findGlossaryTerm,createGlossaryTerm,updateGlossaryTerm,deleteGlossaryTerm","Platform/Explainability","Business-terminology glossary with an org-scoped-or-platform-default read pattern (an org's own term overrides the platform default of the same name)","term, definition, orgId","glossary term rows, single term lookup","businessTerminologyGlossary","5 routes under app/api/glossary/*"
"C:\ct\ct\src\lib\services\graph-impact-service.ts","SERVICE","clampImpactDepth,getModuleImpact,GRAPH_IMPACT_DEFAULT_DEPTH,GRAPH_IMPACT_MAX_DEPTH","Platform/Graph","UI wrapper over the database function platform.graph_impact(table, max_depth) which returns dependent tables with depth and via_column; clamps requested depth to the max of 2. No new graph logic in TypeScript","moduleKey, requested depth","dependent-table impact rows with depth and via_column","platform.graph_impact (DB function), platform.module_registry, information_schema.tables","app/api/capability-registry/impact"
"C:\ct\ct\src\lib\services\gst-reconciliation-service.ts","SERVICE","resolveOwnGstinForOrg,importFile,getBatch,listBatches,updateMapping,cancelBatch,confirmBatchCore,confirmBatch,listFindings,runReconciliationCore,runReconciliation,getReconciliationRun +8 more","Tax/GST","The deterministic GST pipeline: import file -> auto-map columns -> stage rows -> confirm into canonical invoices -> validate (findings) -> reconcile purchase register against GSTR data into matches -> generate return period. Exactly one AI call, at the final review-report step","GSTR/purchase-register file, column mapping, own GSTIN, period","canonical invoices, validation findings, reconciliation matches, return period, AI review report","gstImportBatches, gstImportStagingRows, gstCanonicalInvoices, gstCanonicalInvoiceItems, gstReconciliationRuns, gstReconciliationMatches, gstValidationFindings, gstReturnPeriods, gstSourceProfiles, gstGstinMaster, gstHsnMaster, gstAiReviewReports","11 routes under app/api/gst-reconciliation/*, lib/task-execution/gst-tools.ts"
"C:\ct\ct\src\lib\services\home-service.ts","SERVICE","getAnalyticsRollup","Platform/Analytics","One role-branched home-page rollup over compliance items and tasks: individual pace for an IC, team rollup for a manager, org-wide above that. The tab itself never changes, only its contents","viewer role/rank, orgId","scope-appropriate counts and completion figures","complianceItems, tasks, users","app/api/home/analytics"
"C:\ct\ct\src\lib\services\hr-attendance-access.ts","SERVICE","resolveAttendanceViewerScope","HR","Pure read-scoping helper: decides whose attendance a given viewer may see (self, team, org). Deliberately separate from permission-service, which is a fixed-action write gate","viewer role, department, reporting line","attendance viewer scope descriptor","none (pure module, no DB)","app/api/hr/attendance, app/api/hr/attendance/summary"
"C:\ct\ct\src\lib\services\hr-attendance-service.ts","SERVICE","isWeekendDate,isValidDateString,isFutureDate,assertNotFutureDate,isLateCheckIn,enumerateDates,datesInMonth,computeHoursWorked,computeMonthlySummary,checkIn,checkOut,markAttendance +8 more","HR","Org-wide attendance: check-in/check-out with late-arrival detection, hours worked from timestamps, bulk marking, holiday and weekend awareness, and a per-month summary (present/absent/half-day/leave/holiday counts and hours) computed from records. Distinct from construction site labour","check-in/out timestamps, date ranges, holidays, month/year","attendance records, hours worked, monthly summary","hrAttendanceRecords, hrHolidays","7 routes under app/api/hr/attendance/*"
"C:\ct\ct\src\lib\services\hr-dashboard-service.ts","SERVICE","computeAttendanceRate,getHrDashboardKpis,invalidateHrDashboardCache,getHrDashboardCacheStats,HR_DASHBOARD_CACHE_TTL_MS","HR/Reporting","Cross-module HR KPI summary (headcount, attendance rate = marked-today/headcount, open leave requests, open job openings and applications, pending reviews) behind a 60 s in-process cache","orgId","HR KPI object, cache stats","employeeProfiles, hrAttendanceRecords, leaveRequests, jobOpenings, jobApplications, performanceReviews, kpiCache","app/api/hr/dashboard"
"C:\ct\ct\src\lib\services\hr-expense-service.ts","SERVICE","listExpenseClaims,createExpenseClaim,decideExpenseClaim","HR/Expenses","Employee expense claim / reimbursement workflow (submit -> approve/reject); approved unpaid claims are later picked up as reimbursement earning lines by the payroll run. Distinct from construction project expense entries","claim amount, category, approval decision","expense claim rows with status","hrExpenseClaims","app/api/hr/expenses, app/api/hr/expenses/[id]"
"C:\ct\ct\src\lib\services\hr-loan-service.ts","SERVICE","computeLoanInstallmentSchedule,computeInstallmentDueDates,listLoans,listLoanInstallments,requestLoan,decideLoan","HR/Loans","Employee loan / salary advance ledger. Approval generates the whole installment schedule up front: equal floor-to-paise installments with the rounding remainder pushed into the final one, dated from the month after approval and rolling across year end. Payroll then deducts them","principal, numInstallments, approval month/year, decision","installment amount array, due month/year pairs, loan status","hrEmployeeLoans, hrLoanInstallments","app/api/hr/loans, app/api/hr/loans/[id], app/api/hr/loans/[id]/installments"
"C:\ct\ct\src\lib\services\hr-service.ts","SERVICE","listEmployees,filterOrgUsersByQuery,getOrgChart,validateEmployeeProfileInput,upsertEmployeeProfile,listLeaveRequests,requestLeave,decideLeaveRequest,listLeaveBalances,setLeaveBalance,ORG_USER_PICKER_LIMIT","HR","Employee master data on top of users, org chart derived from reportingToId, and the leave request/balance ledger (request -> approve/reject with balance effect). Payroll is explicitly no longer excluded, it lives in erp-payroll-service","employee profile input, leave request, decision, balances","employee rows, org chart tree, leave requests and balances","employeeProfiles, leaveRequests, leaveBalances","13 routes under app/api/hr/*"
"C:\ct\ct\src\lib\services\hr-shift-service.ts","SERVICE","resolveShiftForDate,listShiftTypes,createShiftType,listRosterAssignments,createRosterAssignment,getExpectedShiftId","HR/Shifts","Shift-type master and date-range roster assignments; resolveShiftForDate picks the assignment covering a given date so attendance can be compared against the shift the employee was expected to work","shift type times, roster date range, target date","shift types, roster rows, expected shift id for a date","hrShiftTypes, hrShiftRosterAssignments","app/api/hr/shifts, app/api/hr/shifts/roster"
"C:\ct\ct\src\lib\services\idle-ai-capacity-service.ts","SERVICE","classifyIdleCapacity,findIdleAiCapacity","AI-Ops/FinOps","One deterministic query over provisioned AI capacity records (org-level customerModelConfig and client-level clientModelConfig BYO-key rows), classifying any config unused past a cutoff-day threshold as idle","cutoffDays, now","idle capacity rows with config type and last-use age","customerModelConfig, clientModelConfig","app/api/internal/idle-ai-capacity/run"
"C:\ct\ct\src\lib\services\img-enablement-service.ts","SERVICE","isImgEnabledForOrg,requireImgEnabled,getImgEnablement,enableImgForOrg,disableImgForOrg","Platform/Entitlement","Org-level on/off gate for the 'institutional_memory' product branch; thin wrapper over product-branch-service with no IMG-specific notion of enabled","orgId","boolean/throw gate, enablement record","compliance.memory_records (checks); orgProductBranchEnablements via product-branch-service","r68-phase8-packaging test; memory entitlement path"
"C:\ct\ct\src\lib\services\innovation-engine-service.ts","SERVICE","detectRecurringTaskPatterns","AI/Innovation","Narrow deterministic v1: detects genuinely recurring patterns in this org's task rows and proposes (never deploys) an automation improvement per pattern. Explicitly not an LLM-generated suggestion","org task history, detection window","recurring task patterns with proposed automation","tasks","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\instruction-execution-cache-service.ts","SERVICE","isHighConfidenceExecutionMatch,findPriorExecutionPath,recordExecutionPath","AI/Memory","Instruction-to-outcome cache: embeds an instruction and finds a prior execution path above a high-confidence similarity threshold so a similar future instruction is answered from what was learned rather than re-derived; records each new path","instruction text, embedding, execution outcome","matched prior execution path with score, recorded path","platform.instruction_execution_cache (raw SQL), embeddings","memory-service"
"C:\ct\ct\src\lib\services\interior-design-service.ts","SERVICE","createMoodBoard,listMoodBoards,getMoodBoard,updateMoodBoard,addMoodBoardItem,removeMoodBoardItem,updateMoodBoardStatus,createFfeItem,updateFfeItemDimensions,getFfeItem,listFfeItems,updateFfeItemStatus +1 more","Interior/Design","Mood boards and FF&E specification, plus the procurement markup report: margin = unitPrice - unitCost computed at read time per item and rolled up overall and by category with a margin percent - never stored redundantly","mood board and FF&E item inputs, project id","mood boards, FF&E items, total cost/price/margin and margin % by category","interiorMoodBoards, interiorMoodBoardItems, interiorFfeItems","6 routes under app/api/v1/projexa/ffe/* and mood-boards"
"C:\ct\ct\src\lib\services\interior-floorplan-service.ts","SERVICE","createFloorPlan,listFloorPlans,updateFloorPlanStatus,getFloorPlan,addRoom,updateRoom,removeRoom,placeFurniture,updatePlacement,removePlacement,createMaterial,listMaterials +1 more","Interior/Design","2D floor plan authoring and 3D scene assembly: rooms are closed polygons (jsonb points in cm) with walls derived from polygon edges at scene-build time, and furniture placement reuses FF&E items with x/y/rotation rather than duplicating item data","room polygons, furniture placements, materials","floor plans, rooms, placements, assembled 3D scene payload","interiorFloorPlans, interiorFloorPlanRooms, interiorFurniturePlacements, interiorMaterials","8 routes under app/api/v1/projexa/floor-plans/* and design-materials"
"C:\ct\ct\src\lib\services\interior-sales-package-service.ts","SERVICE","computePackageItemAmount,isValidDesignApprovalTransition,computeNextRevisionNumber,listPackages,getPackage,createPackage,addPackageItems,updateDesignApprovalStatus,recordConsultationBooked,recordConsultationHeld,threeDDesignApprovalReport,designConsultationReport +6 more","Interior/Sales","Sales-side interior packages: line amount = quantity x rate, a validated design-approval status machine, revision-number increment on rework, and the eight report queries (3D approval, consultation, revision, furniture package, package comparison, modular kitchen, room-wise estimate, wardrobe)","package + item inputs, approval transition, consultation events","package totals, approval status, revision number, eight report row sets","interiorSalesPackages, interiorSalesPackageItems","UNKNOWN (no importer found anywhere under src/)"
"C:\ct\ct\src\lib\services\it-dr-service.ts","SERVICE","listDrPlans,createDrPlan,getDrPlanDetail,recordBackupVerification,recordFailoverTest","GRC/IT-DR","IT-system disaster recovery: RTO/RPO per system, backup verification history and failover test history. Deliberately distinct from bcm-service, which models business-process recovery","system, RTO/RPO, verification and test records","DR plans with verification and failover history","itDrPlans, itDrBackupVerifications, itDrFailoverTests","4 routes under app/api/it-dr/*"
"C:\ct\ct\src\lib\services\knowledge-base-service.ts","SERVICE","listKbPages,searchKbPages,getKbPage,getKbPageBySlug,createKbPage,updateKbPage,retrieveRelevantKbPages,resolveLinkedKnowledgeBasePages,KB_PAGE_ENTITY_TYPE","Knowledge","Org-wide knowledge base pages (plain text/markdown, no CRDT) with slug lookup, ILIKE search, retrieval of relevant pages for the help/ask answering path, and resolution of pages linked from other entities","page content, slug, search query, entity link","KB page rows, search hits, relevant-page retrieval set","knowledgeBasePages","10 routes incl. app/api/help/ask and app/api/knowledge-base/*"
"C:\ct\ct\src\lib\services\kpi-hub-service.ts","SERVICE","getKpiHubSummary","Reporting/BI","Cross-module executive scorecard computed live: compliance total/completed/overdue and completion rate, open risks with high-severity = likelihood x impact >= 15, revenue invoiced YTD plus outstanding and overdue AR, ticket SLA compliance rate, construction KPI entries, and AI-ops via orchestra analytics","orgId","single KPI summary object spanning compliance, risk, revenue, tickets, construction, AI","complianceItems, risks, erpSalesInvoices, tickets, constructionKpiDefinitions, constructionKpiEntries","app/api/kpi-hub"
